idx,rA,rB,n,d
613,-0.002573191128926204,-0.0011626474318173383,88,0.0014105436971088659
614,-0.015661251615607608,-0.008995573745509494,88,0.006665677870098113
615,-0.008968588184453155,-0.004014890654744473,88,0.004953697529708682
616,-0.002630985514514002,-0.0025678181326129115,88,6.316738190109044e-05
617,0.015356688630486599,0.006288873406276389,85,-0.00906781522421021
618,0.00012811779471602337,-0.00013003114362806212,80,-0.0002581489383440855
619,-0.008694942952623345,-0.005042250505648878,78,0.0036526924469744678
620,-0.0045869605724393366,-0.0032600220472141636,76,0.001326938525225173
621,0.012344180298896761,0.00696079827004242,77,-0.005383382028854342
622,0.002157979323766049,0.0005295788433184965,72,-0.0016284004804475527
623,0.004872733741295824,0.0033263089548263795,62,-0.0015464247864694445
624,-0.0008445788213134117,-0.0009808213721814497,48,-0.000136242550868038
625,-0.0032124050611324656,4.251099350405241e-05,41,0.003254916054636518
626,-0.0037837315306309027,-0.002698652675857268,41,0.0010850788547736349
627,0.01255678846964641,0.006906756082381578,36,-0.0056500323872648315
628,0.014418001579784116,0.002252838334514349,31,-0.012165163245269768
629,0.0016837473745708344,0.0019388026657784858,23,0.00025505529120765143
630,0.006445020337585013,0.003047117282653599,19,-0.003397903054931414
631,0.0056410987185743465,-0.0011064433699215503,18,-0.006747542088495897
632,-0.006585977702459389,-0.0018955116991385375,15,0.004690466003320851
633,-0.0027626329235482644,0.002327568163921783,14,0.005090201087470048
634,-0.0013586288861007286,-0.004193538486926844,15,-0.002834909600826115
635,-0.002070601243924582,-0.002629693411538692,15,-0.0005590921676141098
636,0.003545039523190622,0.0030902258799348826,15,-0.00045481364325573957
637,-0.005051093794058785,-0.0048487042345982745,14,0.00020238955946051077
638,-0.0010288588653318911,-0.004722331033487935,14,-0.0036934721681560444
639,0.0020913637977920895,0.0006838296221248912,15,-0.0014075341756671985
640,0.010448089213135746,0.00350612923601569,16,-0.006941959977120056
641,-0.0037053750144538534,-0.00482124313928336,25,-0.0011158681248295069
642,-0.0020334538210221536,-0.002309909769436247,30,-0.00027645594841409346
643,0.005012937628101665,0.0005683463667924576,31,-0.004444591261309207
644,0.004091293178046573,-0.0004878709734092855,33,-0.004579164151455858
645,0.00037902607358473935,-5.783277404216697e-05,38,-0.0004368588476269063
646,-0.012530692915733489,-0.00501950676193281,50,0.007511186153800678
647,0.006316761235749543,0.0028410650612798356,59,-0.0034756961744697073
648,0.0026458229872263397,0.0007547788316003968,70,-0.0018910441556259428
649,-0.009717408200024702,-0.00453808472956959,71,0.005179323470455112
650,0.005446961474482992,0.0019061433498117326,76,-0.0035408181246712597
651,0.004675771436220158,0.002070327807638457,85,-0.002605443628581701
652,-0.0026331090575221826,-9.389673949051185e-05,95,0.0025392123180316708
653,-0.003212647505207014,-0.0016353371447267696,95,0.0015773103604802446
654,-0.005840949548954419,-0.0024830076787254996,96,0.0033579418702289194
655,-0.004280622716053641,-0.002025031905165664,99,0.0022555908108879775
656,0.004332346469310683,0.0021113350781112998,103,-0.0022210113911993834
657,-0.00612021651712331,-0.004782264945995248,104,0.001337951571128062
658,0.006577665778309278,0.0033185626495220474,105,-0.0032591031287872306
659,0.010910821315297593,0.005854235901357856,105,-0.005056585413939737
660,0.00709311257895839,0.003258750090131478,105,-0.003834362488826912
661,0.0016072202155348184,0.0013718297268024713,103,-0.00023539048873234716
662,-0.005943061601045443,-0.0024422895602658787,104,0.0035007720407795643
663,-0.0036757574801454837,-0.0023350412343347412,104,0.0013407162458107425
664,0.003136068903781666,0.0011880077561933534,103,-0.0019480611475883125
665,-0.01121166017929357,-0.0070570620410651905,103,0.004154598138228379
666,-0.0024464958320413485,-0.0004486253946711261,103,0.001997870437370222
667,-0.003904303647906669,-0.00420870025263661,103,-0.0003043966047299408
668,0.006340728263971502,0.003311118955969007,102,-0.003029609308002495
669,0.009240022526128272,0.0062770861404068835,102,-0.002962936385721388
670,0.003394207538550732,0.0022873086406863742,102,-0.0011068988978643578
